Thrtl	Brke	WjlDeg	DGear	RGear	Vel	LaneDev	RT	Col	Time
0	100	0.027	128	0	0	289	0	False	300123
0	100	0.052	128	0	0	289	0	False	300131
0	100	0.052	128	0	0	289	0	False	300144
0	100	0.052	128	0	0	289	0	False	300160
0	100	0.063	128	0	0	289	0	False	300176
0	100	0.078	128	0	0	289	0	False	300192
0	100	0.078	128	0	0	289	0	False	300208
0	100	0.078	128	0	0	289	0	False	300224
0	100	0.078	128	0	0	289	0	False	300240
0	100	0.078	128	0	0	289	0	False	300256
0	100	0.078	128	0	0	289	0	False	300272
0	100	0.078	128	0	0	289	0	False	300288
0	100	0.078	128	0	0	289	0	False	300304
0	100	0.078	128	0	0	289	0	False	300320
0	100	0.078	128	0	0	289	0	False	300336
0	100	0.078	128	0	0	289	0	False	300352
0	100	0.078	128	0	0	289	0	False	300368
0	100	0.078	128	0	0	289	0	False	300384
0	86.232	0.078	128	0	0	289	0	False	300400
0	65.04	0.078	128	0	0	289	0	False	300416
0	46.079	0.078	128	0	0	289	0	False	300432
0	22.942	0.078	128	0	0	289	0	False	300448
0	6.667	0.078	128	0	0	289	0	False	300464
0	0	0.078	128	0	0.025	289	0	False	300480
0	0	0.078	128	0	0.05	289	0	False	300496
0	0	0.078	128	0	0.075	289	0	False	300512
0	0	0.078	128	0	0.1	289	0	False	300528
0	0	0.078	128	0	0.125	289.001	0	False	300544
0	0	0.078	128	0	0.15	289.001	0	False	300560
0	0	0.078	128	0	0.175	289.001	0	False	300576
0	0	0.078	128	0	0.2	289.001	0	False	300592
0	0	0.078	128	0	0.225	289.002	0	False	300608
1.176	0	0.078	128	0	0.25	289.002	0	False	300624
8.334	0	0.078	128	0	0.275	289.002	0	False	300640
20.589	0	0.078	128	0	0.286	289.003	0	False	300656
38.529	0	0.089	128	0	0.305	289.003	0	False	300672
57.911	0	0.103	128	0	0.334	289.004	0	False	300688
75.489	0	0.103	128	0	0.372	289.004	0	False	300704
88.087	0	0.103	128	0	0.416	289.005	0	False	300720
88.087	0	0.103	128	0	0.46	289.006	0	False	300736
94.923	0	0.103	128	0	0.507	289.007	0	False	300752
97.365	0	0.103	128	0	0.556	289.008	0	False	300768
97.951	0	0.103	128	0	0.605	289.009	0	False	300784
98.439	0	0.103	128	0	0.654	289.01	0	False	300801
98.732	0	0.103	128	0	0.704	289.011	0	False	300816
98.927	0	0.103	128	0	0.753	289.013	0	False	300832
99.025	0	0.103	128	0	0.803	289.014	0	False	300848
99.22	0	0.103	128	0	0.852	289.016	0	False	300864
99.513	0	0.103	128	0	0.902	289.017	0	False	300880
99.513	0	0.103	128	0	0.952	289.019	0	False	300896
100	0	0.103	128	0	1.002	289.021	0	False	300912
100	0	0.103	128	0	1.051	289.023	0	False	300928
100	0	0.103	128	0	1.101	289.025	0	False	300945
100	0	0.103	128	0	1.151	289.027	0	False	300960
100	0	0.103	128	0	1.201	289.029	0	False	300976
100	0	0.103	128	0	1.251	289.031	0	False	300992
100	0	0.103	128	0	1.301	289.034	0	False	301008
100	0	0.103	128	0	1.351	289.036	0	False	301024
100	0	0.103	128	0	1.401	289.039	0	False	301040
100	0	0.103	128	0	1.451	289.041	0	False	301056
100	0	0.103	128	0	1.501	289.044	0	False	301072
100	0	0.103	128	0	1.55	289.047	0	False	301088
100	0	0.103	128	0	1.6	289.05	0	False	301104
100	0	0.103	128	0	1.65	289.053	0	False	301120
100	0	0.103	128	0	1.7	289.056	0	False	301136
100	0	0.103	128	0	1.75	289.059	0	False	301152
100	0	0.103	128	0	1.8	289.062	0	False	301168
100	0	0.103	128	0	1.85	289.065	0	False	301184
100	0	0.103	128	0	1.899	289.069	0	False	301200
100	0	0.103	128	0	1.949	289.072	0	False	301216
100	0	0.103	128	0	1.999	289.076	0	False	301232
100	0	0.103	128	0	2.049	289.08	0	False	301248
100	0	0.103	128	0	2.098	289.084	0	False	301264
100	0	0.103	128	0	2.148	289.087	0	False	301280
100	0	0.103	128	0	2.198	289.091	0	False	301296
100	0	0.103	128	0	2.248	289.095	0	False	301312
100	0	0.103	128	0	2.297	289.1	0	False	301328
100	0	0.103	128	0	2.347	289.104	0	False	301344
100	0	0.103	128	0	2.397	289.108	0	False	301360
100	0	0.103	128	0	2.447	289.113	0	False	301376
100	0	0.103	128	0	2.496	289.117	0	False	301392
100	0	0.103	128	0	2.546	289.122	0	False	301408
100	0	0.103	128	0	2.596	289.126	0	False	301424
100	0	0.103	128	0	2.645	289.131	0	False	301440
100	0	0.103	128	0	2.695	289.136	0	False	301456
100	0	0.103	128	0	2.745	289.141	0	False	301472
100	0	0.103	128	0	2.794	289.146	0	False	301488
100	0	0.103	128	0	2.844	289.151	0	False	301504
100	0	0.103	128	0	2.894	289.156	0	False	301520
100	0	0.103	128	0	2.943	289.162	0	False	301536
