Thrtl	Brke	WjlDeg	DGear	RGear	Vel	LaneDev	RT	Col	Time
0	0	0.155	0	0	0	289	0	False	221582
0	0	0.155	0	0	0	289	0	False	221589
0	0	0.155	0	0	0	289	0	False	221600
0	0	0.155	0	0	0	289	0	False	221616
0	0	0.155	0	0	0	289	0	False	221632
0	0	0.155	0	0	0	289	0	False	221648
0	0	0.155	0	0	0	289	0	False	221664
0	0	0.155	0	0	0	289	0	False	221680
0	0	0.155	0	0	0	289	0	False	221696
0	0	0.155	0	0	0	289	0	False	221712
0	0	0.155	0	0	0	289	0	False	221728
0	0	0.155	0	0	0	289	0	False	221744
0	0	0.155	0	0	0	289	0	False	221760
0	0	0.155	0	0	0	289	0	False	221776
0	0	0.155	0	0	0	289	0	False	221792
0	0	0.155	0	0	0	289	0	False	221808
0	0	0.155	0	0	0	289	0	False	221824
0	0	0.155	0	0	0	289	0	False	221840
0	0	0.155	0	0	0	289	0	False	221856
0	0	0.155	0	0	0	289	0	False	221872
0	0	0.155	0	0	0	289	0	False	221888
0	0	0.155	0	0	0	289	0	False	221904
0	0	0.155	0	0	0	289	0	False	221920
0	0	0.155	0	0	0	289	0	False	221936
0	0	0.155	0	0	0	289	0	False	221952
0	0	0.155	0	0	0	289	0	False	221968
0	0	0.155	0	0	0	289	0	False	221984
0	0	0.155	0	0	0	289	0	False	222000
0	0	0.155	0	0	0	289	0	False	222016
0	0	0.155	0	0	0	289	0	False	222032
0	0	0.155	0	0	0	289	0	False	222048
0	0	0.155	0	0	0	289	0	False	222064
0	0	0.155	0	0	0	289	0	False	222080
0	0	0.155	0	0	0	289	0	False	222096
0	0	0.155	0	0	0	289	0	False	222112
0	0	0.155	0	0	0	289	0	False	222128
0	0	0.155	0	0	0	289	0	False	222144
0	0	0.155	0	0	0	289	0	False	222160
0	0	0.155	0	0	0	289	0	False	222176
0	0	0.155	0	0	0	289	0	False	222192
0	0	0.155	0	0	0	289	0	False	222208
0	0	0.155	0	0	0	289	0	False	222224
0	0	0.155	0	0	0	289	0	False	222240
0	0	0.155	0	0	0	289	0	False	222256
0	0	0.155	128	0	0	289	0	False	222272
0	0	0.155	128	0	0.025	289	0	False	222288
0	0	0.155	128	0	0.05	289	0	False	222304
0	0	0.155	128	0	0.075	289	0	False	222320
0	0	0.155	128	0	0.1	289.001	0	False	222336
0	0	0.155	128	0	0.125	289.001	0	False	222352
0	0	0.155	128	0	0.15	289.001	0	False	222368
0	0	0.155	128	0	0.175	289.002	0	False	222384
0	0	0.155	128	0	0.2	289.002	0	False	222400
0	0	0.155	128	0	0.225	289.003	0	False	222416
0	0	0.155	128	0	0.25	289.004	0	False	222432
0	0	0.155	128	0	0.275	289.004	0	False	222448
0	0	0.155	128	0	0.3	289.005	0	False	222464
0	0	0.155	128	0	0.325	289.006	0	False	222480
0	0	0.155	128	0	0.35	289.007	0	False	222496
0	0	0.155	128	0	0.375	289.008	0	False	222512
0	0	0.155	128	0	0.4	289.009	0	False	222528
0	0	0.155	128	0	0.425	289.01	0	False	222544
0	0	0.155	128	0	0.45	289.012	0	False	222560
0	0	0.155	128	0	0.475	289.013	0	False	222576
0	0	0.155	128	0	0.5	289.014	0	False	222592
0	0	0.155	128	0	0.525	289.016	0	False	222608
0	0	0.155	128	0	0.55	289.017	0	False	222624
0	0	0.155	128	0	0.575	289.019	0	False	222640
0	0	0.155	128	0	0.6	289.02	0	False	222656
0	0	0.155	128	0	0.625	289.022	0	False	222672
0	0	0.155	128	0	0.65	289.024	0	False	222688
0	0	0.155	128	0	0.675	289.026	0	False	222704
0	0	0.155	128	0	0.7	289.027	0	False	222720
0	0	0.155	128	0	0.725	289.029	0	False	222736
0	0	0.155	128	0	0.75	289.031	0	False	222752
0	0	0.155	128	0	0.775	289.034	0	False	222768
0	0	0.155	128	0	0.8	289.036	0	False	222785
0	0	0.155	128	0	0.825	289.038	0	False	222800
0	0	0.155	128	0	0.85	289.04	0	False	222816
0	0	0.155	128	0	0.875	289.043	0	False	222832
0	0	0.155	128	0	0.899	289.045	0	False	222848
0	0	0.155	128	0	0.924	289.047	0	False	222864
0	0	0.155	128	0	0.949	289.05	0	False	222880
0	0	0.155	128	0	0.974	289.053	0	False	222896
0	0	0.155	128	0	0.999	289.055	0	False	222912
