Thrtl	Brke	WjlDeg	DGear	RGear	Vel	LaneDev	RT	Col	Time
0	100	-0.073	128	0	0	289	0	False	336096
0	100	-0.033	128	0	0	289	0	False	336103
0	100	-0.033	128	0	0	289	0	False	336112
0	100	-0.022	128	0	0	289	0	False	336128
0	100	0.001	128	0	0	289	0	False	336144
0	100	0.001	128	0	0	289	0	False	336160
0	100	0.016	128	0	0	289	0	False	336176
0	100	0.027	128	0	0	289	0	False	336192
0	100	0.041	128	0	0	289	0	False	336208
0	100	0.052	128	0	0	289	0	False	336224
0	100	0.052	128	0	0	289	0	False	336240
0	100	0.052	128	0	0	289	0	False	336256
0	100	0.052	128	0	0	289	0	False	336273
0	100	0.052	128	0	0	289	0	False	336288
0	100	0.052	128	0	0	289	0	False	336304
0	100	0.052	128	0	0	289	0	False	336320
0	100	0.052	128	0	0	289	0	False	336336
0	100	0.052	128	0	0	289	0	False	336352
0	96.876	0.052	128	0	0	289	0	False	336368
0	88.576	0.052	128	0	0	289	0	False	336384
0	77.443	0.052	128	0	0	289	0	False	336400
0	65.626	0.052	128	0	0	289	0	False	336416
0	65.626	0.052	128	0	0	289	0	False	336432
0	52.54	0.052	128	0	0	289	0	False	336448
0	32.451	0.052	128	0	0	289	0	False	336464
0	14.902	0.052	128	0	0	289	0	False	336480
0	0	0.052	128	0	0.025	289	0	False	336496
0	0	0.052	128	0	0.05	289	0	False	336512
0	0	0.052	128	0	0.075	289	0	False	336528
0	0	0.052	128	0	0.1	289	0	False	336544
0	0	0.052	128	0	0.125	289	0	False	336560
0	0	0.052	128	0	0.15	289	0	False	336576
0	0	0.052	128	0	0.175	289.001	0	False	336592
0	0	0.052	128	0	0.2	289.001	0	False	336608
0	0	0.052	128	0	0.225	289.001	0	False	336624
0	0	0.052	128	0	0.25	289.001	0	False	336640
0	0	0.052	128	0	0.275	289.002	0	False	336656
1.471	0	0.052	128	0	0.3	289.002	0	False	336672
8.922	0	0.052	128	0	0.325	289.002	0	False	336688
21.079	0	0.052	128	0	0.336	289.002	0	False	336704
38.628	0	0.052	128	0	0.355	289.003	0	False	336720
57.13	0	0.052	128	0	0.384	289.003	0	False	336736
74.415	0	0.052	128	0	0.421	289.003	0	False	336752
87.111	0	0.052	128	0	0.465	289.004	0	False	336768
94.923	0	0.052	128	0	0.512	289.004	0	False	336784
94.923	0	0.052	128	0	0.56	289.005	0	False	336800
98.244	0	0.052	128	0	0.609	289.005	0	False	336816
99.025	0	0.052	128	0	0.658	289.006	0	False	336833
99.513	0	0.052	128	0	0.708	289.007	0	False	336848
99.709	0	0.052	128	0	0.758	289.007	0	False	336864
99.806	0	0.052	128	0	0.808	289.008	0	False	336880
100	0	0.052	128	0	0.858	289.009	0	False	336896
100	0	0.052	128	0	0.908	289.01	0	False	336912
100	0	0.063	128	0	0.958	289.011	0	False	336928
100	0	0.063	128	0	1.008	289.012	0	False	336944
100	0	0.078	128	0	1.058	289.013	0	False	336960
100	0	0.078	128	0	1.107	289.015	0	False	336976
100	0	0.078	128	0	1.157	289.016	0	False	336992
100	0	0.089	128	0	1.207	289.018	0	False	337008
100	0	0.103	128	0	1.257	289.02	0	False	337024
100	0	0.103	128	0	1.307	289.023	0	False	337040
100	0	0.103	128	0	1.357	289.025	0	False	337056
100	0	0.114	128	0	1.407	289.028	0	False	337072
100	0	0.114	128	0	1.457	289.031	0	False	337088
100	0	0.114	128	0	1.507	289.034	0	False	337104
100	0	0.114	128	0	1.557	289.037	0	False	337120
100	0	0.114	128	0	1.606	289.04	0	False	337136
100	0	0.114	128	0	1.656	289.044	0	False	337152
100	0	0.114	128	0	1.706	289.047	0	False	337168
100	0	0.114	128	0	1.756	289.051	0	False	337184
100	0	0.114	128	0	1.806	289.054	0	False	337200
100	0	0.114	128	0	1.856	289.058	0	False	337216
100	0	0.114	128	0	1.905	289.062	0	False	337232
100	0	0.114	128	0	1.955	289.066	0	False	337248
100	0	0.114	128	0	2.005	289.07	0	False	337264
100	0	0.114	128	0	2.055	289.074	0	False	337280
100	0	0.114	128	0	2.104	289.078	0	False	337296
100	0	0.114	128	0	2.154	289.082	0	False	337312
100	0	0.114	128	0	2.204	289.087	0	False	337328
100	0	0.114	128	0	2.254	289.091	0	False	337344
100	0	0.114	128	0	2.303	289.096	0	False	337360
100	0	0.114	128	0	2.353	289.1	0	False	337376
100	0	0.114	128	0	2.403	289.105	0	False	337392
100	0	0.114	128	0	2.453	289.11	0	False	337408
100	0	0.114	128	0	2.502	289.115	0	False	337424
100	0	0.114	128	0	2.552	289.12	0	False	337440
100	0	0.114	128	0	2.602	289.125	0	False	337456
100	0	0.114	128	0	2.651	289.131	0	False	337472
100	0	0.114	128	0	2.701	289.136	0	False	337488
100	0	0.114	128	0	2.751	289.142	0	False	337504
100	0	0.114	128	0	2.8	289.147	0	False	337520
100	0	0.114	128	0	2.85	289.153	0	False	337536
100	0	0.114	128	0	2.9	289.159	0	False	337552
100	0	0.114	128	0	2.949	289.165	0	False	337568
100	0	0.114	128	0	2.999	289.171	0	False	337584
100	0	0.114	128	0	3.048	289.177	0	False	337600
100	0	0.114	128	0	3.098	289.183	0	False	337616
100	0	0.114	128	0	3.148	289.189	0	False	337632
100	0	0.114	128	0	3.197	289.195	0	False	337648
100	0	0.114	128	0	3.247	289.202	0	False	337664
100	0	0.114	128	0	3.296	289.209	0	False	337680
100	0	0.114	128	0	3.346	289.215	0	False	337696
