Thrtl	Brke	WjlDeg	DGear	RGear	Vel	LaneDev	RT	Col	Time
0	100	-0.033	128	0	0	289	0	False	287115
0	100	-0.033	128	0	0	289	0	False	287124
0	100	-0.033	128	0	0	289	0	False	287136
0	100	-0.033	128	0	0	289	0	False	287152
0	100	-0.033	128	0	0	289	0	False	287168
0	100	-0.033	128	0	0	289	0	False	287184
0	100	-0.033	128	0	0	289	0	False	287200
0	100	-0.033	128	0	0	289	0	False	287216
0	100	-0.033	128	0	0	289	0	False	287232
0	100	-0.033	128	0	0	289	0	False	287248
0	100	-0.033	128	0	0	289	0	False	287264
0	100	-0.033	128	0	0	289	0	False	287280
0	100	-0.033	128	0	0	289	0	False	287296
0	100	-0.033	128	0	0	289	0	False	287312
0	100	-0.033	128	0	0	289	0	False	287328
0	100	-0.033	128	0	0	289	0	False	287344
0	100	-0.033	128	0	0	289	0	False	287360
0	100	-0.033	128	0	0	289	0	False	287376
0	98.732	-0.033	128	0	0	289	0	False	287392
0	98.732	-0.033	128	0	0	289	0	False	287408
0	89.943	-0.033	128	0	0	289	0	False	287424
0	71.29	-0.033	128	0	0	289	0	False	287440
0	50.684	-0.033	128	0	0	289	0	False	287456
0	22.942	-0.033	128	0	0	289	0	False	287472
0	2.55	-0.033	128	0	0	289	0	False	287488
0	0	-0.048	128	0	0.025	289	0	False	287504
0	0	-0.048	128	0	0.05	289	0	False	287520
0	0	-0.048	128	0	0.075	289	0	False	287536
0	0	-0.059	128	0	0.1	289	0	False	287552
0	0	-0.073	128	0	0.125	289	0	False	287568
0	0	-0.073	128	0	0.15	288.999	0	False	287585
0	0	-0.084	128	0	0.175	288.999	0	False	287600
0	0	-0.095	128	0	0.2	288.999	0	False	287616
0	0	-0.095	128	0	0.225	288.998	0	False	287632
0	0	-0.11	128	0	0.25	288.998	0	False	287648
0	0	-0.11	128	0	0.275	288.997	0	False	287664
1.176	0	-0.11	128	0	0.3	288.997	0	False	287680
8.727	0	-0.11	128	0	0.325	288.996	0	False	287697
20.883	0	-0.11	128	0	0.336	288.996	0	False	287712
37.255	0	-0.11	128	0	0.354	288.995	0	False	287728
53.712	0	-0.11	128	0	0.381	288.994	0	False	287744
67.774	0	-0.11	128	0	0.415	288.993	0	False	287760
67.774	0	-0.11	128	0	0.449	288.993	0	False	287776
78.224	0	-0.095	128	0	0.488	288.992	0	False	287792
84.767	0	-0.095	128	0	0.531	288.991	0	False	287808
87.794	0	-0.095	128	0	0.574	288.99	0	False	287824
88.966	0	-0.095	128	0	0.619	288.989	0	False	287840
89.162	0	-0.095	128	0	0.664	288.988	0	False	287856
89.259	0	-0.095	128	0	0.708	288.987	0	False	287872
89.259	0	-0.095	128	0	0.753	288.985	0	False	287888
89.259	0	-0.095	128	0	0.797	288.984	0	False	287904
89.454	0	-0.095	128	0	0.842	288.983	0	False	287920
89.454	0	-0.095	128	0	0.887	288.981	0	False	287936
90.236	0	-0.095	128	0	0.932	288.98	0	False	287952
91.603	0	-0.095	128	0	0.978	288.978	0	False	287968
93.361	0	-0.095	128	0	1.024	288.976	0	False	287984
95.314	0	-0.095	128	0	1.072	288.974	0	False	288000
97.267	0	-0.095	128	0	1.12	288.973	0	False	288016
98.634	0	-0.095	128	0	1.17	288.971	0	False	288032
99.806	0	-0.095	128	0	1.219	288.969	0	False	288048
100	0	-0.095	128	0	1.269	288.967	0	False	288064
100	0	-0.095	128	0	1.319	288.964	0	False	288080
100	0	-0.095	128	0	1.369	288.962	0	False	288096
100	0	-0.095	128	0	1.419	288.96	0	False	288112
100	0	-0.084	128	0	1.469	288.958	0	False	288128
100	0	-0.084	128	0	1.519	288.955	0	False	288144
100	0	-0.084	128	0	1.569	288.953	0	False	288160
100	0	-0.073	128	0	1.619	288.951	0	False	288176
100	0	-0.073	128	0	1.668	288.949	0	False	288192
100	0	-0.073	128	0	1.718	288.947	0	False	288208
100	0	-0.059	128	0	1.768	288.945	0	False	288224
100	0	-0.048	128	0	1.818	288.943	0	False	288240
100	0	-0.048	128	0	1.868	288.942	0	False	288256
100	0	-0.048	128	0	1.917	288.94	0	False	288272
100	0	-0.033	128	0	1.967	288.939	0	False	288288
100	0	-0.033	128	0	2.017	288.938	0	False	288304
100	0	-0.033	128	0	2.067	288.937	0	False	288320
100	0	-0.033	128	0	2.117	288.935	0	False	288336
100	0	-0.033	128	0	2.166	288.934	0	False	288352
